taxon	worms_id	worms_scientific_name	worms_is_terrestrial	worms_is_freshwater	worms_is_brackish	worms_is_marine	worms_lsid	worms_url
Lissonotus sp.	567082	Lissonotus	False	False	False	True	urn:lsid:marinespecies.org:taxname:567082	http://www.marinespecies.org/aphia.php?p=taxdetails&id=567082
Nerita grossa Linnaeus, 1758	713889	Nerita grossa				True	urn:lsid:marinespecies.org:taxname:713889	http://www.marinespecies.org/aphia.php?p=taxdetails&id=713889
Arachnopusia Jullien, 1888	172883	Arachnopusia					urn:lsid:marinespecies.org:taxname:172883	http://www.marinespecies.org/aphia.php?p=taxdetails&id=172883
Aspius alburnoides Selys-longchamps, 1842	307584	Aspius alburnoides	False	True	True	False	urn:lsid:marinespecies.org:taxname:307584	http://www.marinespecies.org/aphia.php?p=taxdetails&id=307584
Callochiton levatus Kaas & Van Belle, 1985	385891	Callochiton levatus				True	urn:lsid:marinespecies.org:taxname:385891	http://www.marinespecies.org/aphia.php?p=taxdetails&id=385891
Dosinia erythraea Römer, 1860	181360	Dosinia erythraea				True	urn:lsid:marinespecies.org:taxname:181360	http://www.marinespecies.org/aphia.php?p=taxdetails&id=181360
Epitonium hispidulum (Monterosato, 1874)	139726	Epitonium hispidulum				True	urn:lsid:marinespecies.org:taxname:139726	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139726
Terebra petitii Kiener, 1838	447590	Terebra petitii				True	urn:lsid:marinespecies.org:taxname:447590	http://www.marinespecies.org/aphia.php?p=taxdetails&id=447590
Nymphon banzare Gordon, 1944	173371	Nymphon banzare	False	False	False	True	urn:lsid:marinespecies.org:taxname:173371	http://www.marinespecies.org/aphia.php?p=taxdetails&id=173371
Lysianassoidea Dana, 1849	176788	Lysianassoidea	False	False	False	True	urn:lsid:marinespecies.org:taxname:176788	http://www.marinespecies.org/aphia.php?p=taxdetails&id=176788
Benthonella tenella (Jeffreys, 1897)	141261	Benthonella tenella				True	urn:lsid:marinespecies.org:taxname:141261	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141261
Spheniopsis senegalensis von Cosel, 1995	505922	Spheniopsis senegalensis				True	urn:lsid:marinespecies.org:taxname:505922	http://www.marinespecies.org/aphia.php?p=taxdetails&id=505922
Pollachius virens  (Linnaeus, 1758)	126441	Pollachius virens	False	False	False	True	urn:lsid:marinespecies.org:taxname:126441	http://www.marinespecies.org/aphia.php?p=taxdetails&id=126441
Clathurella papillosa (Pallary, 1904)	751277	Clathurella papillosa				True	urn:lsid:marinespecies.org:taxname:751277	http://www.marinespecies.org/aphia.php?p=taxdetails&id=751277
Loxoconcha bairdi Müller, 1912	128222	Loxoconcha bairdi	False	False	False	True	urn:lsid:marinespecies.org:taxname:128222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=128222
Gari sp.	138388	Gari				True	urn:lsid:marinespecies.org:taxname:138388	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138388
Fratercula cirrhata (Pallas, 1769)	344610	Fratercula cirrhata				True	urn:lsid:marinespecies.org:taxname:344610	http://www.marinespecies.org/aphia.php?p=taxdetails&id=344610
Notopeplum cossignanii Poppe, 1999	385221	Notopeplum cossignanii				True	urn:lsid:marinespecies.org:taxname:385221	http://www.marinespecies.org/aphia.php?p=taxdetails&id=385221
Triphora obesula di Monterosato, 1884	367700	Triphora obesula				True	urn:lsid:marinespecies.org:taxname:367700	http://www.marinespecies.org/aphia.php?p=taxdetails&id=367700
Alvania watsoni (Schwartz in Watson, 1873)	141254	Alvania watsoni				True	urn:lsid:marinespecies.org:taxname:141254	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141254
Spratelloides Bleeker, 1851	125722	Spratelloides	False	False	True	True	urn:lsid:marinespecies.org:taxname:125722	http://www.marinespecies.org/aphia.php?p=taxdetails&id=125722
Aspidoconcha limnoriae De Vos, 1953	128394	Aspidoconcha limnoriae	False	False	False	True	urn:lsid:marinespecies.org:taxname:128394	http://www.marinespecies.org/aphia.php?p=taxdetails&id=128394
Conchoecia Dana, 1849	127533	Conchoecia	False			True	urn:lsid:marinespecies.org:taxname:127533	http://www.marinespecies.org/aphia.php?p=taxdetails&id=127533
Fromia monilis (Perrier, 1869)	213301	Fromia monilis	False	False	False	True	urn:lsid:marinespecies.org:taxname:213301	http://www.marinespecies.org/aphia.php?p=taxdetails&id=213301
Chydorus Leach, 1843	148377	Chydorus	False	True	True	True	urn:lsid:marinespecies.org:taxname:148377	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148377
Amphiprion melanopus Bleeker, 1852	278398	Amphiprion melanopus	False	False	False	True	urn:lsid:marinespecies.org:taxname:278398	http://www.marinespecies.org/aphia.php?p=taxdetails&id=278398
Epinephelus merra Bloch, 1793	218228	Epinephelus merra	False	False	False	True	urn:lsid:marinespecies.org:taxname:218228	http://www.marinespecies.org/aphia.php?p=taxdetails&id=218228
Pandora obtusa (Leach, 1814)	542304	Pandora obtusa				True	urn:lsid:marinespecies.org:taxname:542304	http://www.marinespecies.org/aphia.php?p=taxdetails&id=542304
Afrocominella elongata Dunker, 1857	225648	Afrocominella elongata				True	urn:lsid:marinespecies.org:taxname:225648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=225648
Abietinaria filicula (Ellis & Solander, 1786)	117871	Abietinaria filicula				True	urn:lsid:marinespecies.org:taxname:117871	http://www.marinespecies.org/aphia.php?p=taxdetails&id=117871
Lipophrys pholis (Linnaeus, 1758)	126768	Lipophrys pholis	False	False	False	True	urn:lsid:marinespecies.org:taxname:126768	http://www.marinespecies.org/aphia.php?p=taxdetails&id=126768
Columbella bridgesii Reeve, 1858	519761	Columbella bridgesii				True	urn:lsid:marinespecies.org:taxname:519761	http://www.marinespecies.org/aphia.php?p=taxdetails&id=519761
Terebra crenulata (Linnaeus, 1758)	208116	Terebra crenulata				True	urn:lsid:marinespecies.org:taxname:208116	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208116
Zebrasoma flavescens (Bennett, 1828)	219683	Zebrasoma flavescens	False	False	False	True	urn:lsid:marinespecies.org:taxname:219683	http://www.marinespecies.org/aphia.php?p=taxdetails&id=219683
Scabrotrophon chunfui (Houart R. & T.C. Lan, 2001)	399310	Scabrotrophon chunfui				True	urn:lsid:marinespecies.org:taxname:399310	http://www.marinespecies.org/aphia.php?p=taxdetails&id=399310
Cardium siculum Sowerby G.B. II, 1840	381529	Cardium siculum	False	False	False	True	urn:lsid:marinespecies.org:taxname:381529	http://www.marinespecies.org/aphia.php?p=taxdetails&id=381529
Hastula albula (Menke, 1843)	217090	Hastula albula				True	urn:lsid:marinespecies.org:taxname:217090	http://www.marinespecies.org/aphia.php?p=taxdetails&id=217090
Chicoreus capucinus (Lamarck, 1822)	558798	Chicoreus capucinus				True	urn:lsid:marinespecies.org:taxname:558798	http://www.marinespecies.org/aphia.php?p=taxdetails&id=558798
Mammilla sebae (Recluz, 1844)	569979	Mammilla sebae				True	urn:lsid:marinespecies.org:taxname:569979	http://www.marinespecies.org/aphia.php?p=taxdetails&id=569979
Littorina araucana d'Orbigny, 1840	446972	Littorina araucana				True	urn:lsid:marinespecies.org:taxname:446972	http://www.marinespecies.org/aphia.php?p=taxdetails&id=446972
Patella barbara Linnaeus, 1758	216272	Patella barbara				True	urn:lsid:marinespecies.org:taxname:216272	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216272
Odostomia novegradensis Brusina, 1865	749602	Odostomia novegradensis				True	urn:lsid:marinespecies.org:taxname:749602	http://www.marinespecies.org/aphia.php?p=taxdetails&id=749602
Sphyrapus anomalus G.O. Sars, 1869	136322	Sphyrapus anomalus				True	urn:lsid:marinespecies.org:taxname:136322	http://www.marinespecies.org/aphia.php?p=taxdetails&id=136322
Calliopius rathkii Zaddach, 1844	102179	Calliopius rathkii				True	urn:lsid:marinespecies.org:taxname:102179	http://www.marinespecies.org/aphia.php?p=taxdetails&id=102179
Subcancilla baisei Poppe, Tagaro & Salisbury, 2009	458188	Subcancilla baisei	False	False	False	True	urn:lsid:marinespecies.org:taxname:458188	http://www.marinespecies.org/aphia.php?p=taxdetails&id=458188
Bursa cubaniana (d'Orbigny, 1841)	477024	Bursa cubaniana				True	urn:lsid:marinespecies.org:taxname:477024	http://www.marinespecies.org/aphia.php?p=taxdetails&id=477024
Cirsotrema dalli (Rehder, 1845)	419795	Cirsotrema dalli				True	urn:lsid:marinespecies.org:taxname:419795	http://www.marinespecies.org/aphia.php?p=taxdetails&id=419795
Mauritia eglantina (Duclos, 1833)	527783	Mauritia eglantina				True	urn:lsid:marinespecies.org:taxname:527783	http://www.marinespecies.org/aphia.php?p=taxdetails&id=527783
Cucumaria planci Brandt, 1835	148825	Cucumaria planci	False	False	False	True	urn:lsid:marinespecies.org:taxname:148825	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148825
Eupleura triquetra Reeve, 1844	404198	Eupleura triquetra				True	urn:lsid:marinespecies.org:taxname:404198	http://www.marinespecies.org/aphia.php?p=taxdetails&id=404198
Puncturella major Dall, 1891	714752	Puncturella major				True	urn:lsid:marinespecies.org:taxname:714752	http://www.marinespecies.org/aphia.php?p=taxdetails&id=714752
Conus praelatus Hwass in Bruguière, 1792	215504	Conus praelatus				True	urn:lsid:marinespecies.org:taxname:215504	http://www.marinespecies.org/aphia.php?p=taxdetails&id=215504
Conus thomae Gmelin, 1791	428387	Conus thomae				True	urn:lsid:marinespecies.org:taxname:428387	http://www.marinespecies.org/aphia.php?p=taxdetails&id=428387
Charadrius ruficapillus Temminck, 1822	366847	Charadrius ruficapillus				True	urn:lsid:marinespecies.org:taxname:366847	http://www.marinespecies.org/aphia.php?p=taxdetails&id=366847
Muricodrupa fenestrata (Blainville, 1932)	408066	Muricodrupa fenestrata				True	urn:lsid:marinespecies.org:taxname:408066	http://www.marinespecies.org/aphia.php?p=taxdetails&id=408066
Paragammaropsis prenes Ren in Ren & Huang, 1991	237044	Paragammaropsis prenes	False	False	False	True	urn:lsid:marinespecies.org:taxname:237044	http://www.marinespecies.org/aphia.php?p=taxdetails&id=237044
Mitra olivaeformis Swainson, 1821	934810	Mitra olivaeformis	False	False	False	True	urn:lsid:marinespecies.org:taxname:934810	http://www.marinespecies.org/aphia.php?p=taxdetails&id=934810
Pholadidae sp.	252	Pholadidae				True	urn:lsid:marinespecies.org:taxname:252	http://www.marinespecies.org/aphia.php?p=taxdetails&id=252
Ilyocryptus G.O. Sars, 1861	148388	Ilyocryptus	False	True	True	False	urn:lsid:marinespecies.org:taxname:148388	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148388
Esox lucius Linnaeus, 1758	154210	Esox lucius	False	True	True	False	urn:lsid:marinespecies.org:taxname:154210	http://www.marinespecies.org/aphia.php?p=taxdetails&id=154210
Siphonalia cf. fortini Chédeoille	456518	Siphonalia	False	False	False	True	urn:lsid:marinespecies.org:taxname:456518	http://www.marinespecies.org/aphia.php?p=taxdetails&id=456518
Scalptia contabulata (Sowerby, 1833)	464808	Scalptia contabulata				True	urn:lsid:marinespecies.org:taxname:464808	http://www.marinespecies.org/aphia.php?p=taxdetails&id=464808
Algophagidae	1049066	Algophagidae	True		True		urn:lsid:marinespecies.org:taxname:1049066	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1049066
Blasicrura quadrimaculata Gray, 1824	747228	Blasicrura quadrimaculata				True	urn:lsid:marinespecies.org:taxname:747228	http://www.marinespecies.org/aphia.php?p=taxdetails&id=747228
Callistochiton kaasi Leloup, 1981	221372	Callistochiton kaasi				True	urn:lsid:marinespecies.org:taxname:221372	http://www.marinespecies.org/aphia.php?p=taxdetails&id=221372
Ectinosoma sp.	115333	Ectinosoma	False	False	False	True	urn:lsid:marinespecies.org:taxname:115333	http://www.marinespecies.org/aphia.php?p=taxdetails&id=115333
Morula sp.	204124	Morula				True	urn:lsid:marinespecies.org:taxname:204124	http://www.marinespecies.org/aphia.php?p=taxdetails&id=204124
Chirocentrus dorab (Forskal, 1775)	212257	Chirocentrus dorab	False	False	True	True	urn:lsid:marinespecies.org:taxname:212257	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212257
Anisogaster sp.	1062227	Anisogaster	True				urn:lsid:marinespecies.org:taxname:1062227	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1062227
Terebra kilburni Burch, 1965	208095	Terebra kilburni				True	urn:lsid:marinespecies.org:taxname:208095	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208095
Tegula corteziana McLean, 1970	575627	Tegula corteziana				True	urn:lsid:marinespecies.org:taxname:575627	http://www.marinespecies.org/aphia.php?p=taxdetails&id=575627
Ascidiacea	1839	Ascidiacea				True	urn:lsid:marinespecies.org:taxname:1839	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1839
Marginella pallida (Linnaeus, 1767)	474345	Marginella pallida				True	urn:lsid:marinespecies.org:taxname:474345	http://www.marinespecies.org/aphia.php?p=taxdetails&id=474345
Epimeria walkeri (K.H. Barnard, 1930)	489691	Epimeria walkeri	False	False	False	True	urn:lsid:marinespecies.org:taxname:489691	http://www.marinespecies.org/aphia.php?p=taxdetails&id=489691
Mytilicola Steuer, 1903	128677	Mytilicola	False	False	False	True	urn:lsid:marinespecies.org:taxname:128677	http://www.marinespecies.org/aphia.php?p=taxdetails&id=128677
Inachus scorpio  Fabricius, 1798	148473	Inachus scorpio				True	urn:lsid:marinespecies.org:taxname:148473	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148473
Gibbula tumida (Montagu, 1803)	141799	Gibbula tumida				True	urn:lsid:marinespecies.org:taxname:141799	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141799
Asterina cepheus (Mueller & Troschel, 1842)	213129	Asterina cepheus	False	False	False	True	urn:lsid:marinespecies.org:taxname:213129	http://www.marinespecies.org/aphia.php?p=taxdetails&id=213129
Patella cretacea Reeve, 1854	739528	Patella cretacea				True	urn:lsid:marinespecies.org:taxname:739528	http://www.marinespecies.org/aphia.php?p=taxdetails&id=739528
Portunus (Monomia) euglyphus  (Laurie, 1906)	208787	Portunus (Monomia) euglyphus				True	urn:lsid:marinespecies.org:taxname:208787	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208787
Brycinus longipinnis  (Günther, 1864)	280002	Brycinus longipinnis	False	True	True	False	urn:lsid:marinespecies.org:taxname:280002	http://www.marinespecies.org/aphia.php?p=taxdetails&id=280002
Chaetopleura fulva (Wood, 1815)	760154	Chaetopleura fulva				True	urn:lsid:marinespecies.org:taxname:760154	http://www.marinespecies.org/aphia.php?p=taxdetails&id=760154
Calanus acutus Giesbrecht, 1902	349525	Calanus acutus	False	False	False	True	urn:lsid:marinespecies.org:taxname:349525	http://www.marinespecies.org/aphia.php?p=taxdetails&id=349525
Stenothyra decollata Wattebled, 1884	1253646	Stenothyra decollata	False	True		False	urn:lsid:marinespecies.org:taxname:1253646	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1253646
Hippasteria plana Gray, 1840	124044	Hippasteria plana	False	False	False	True	urn:lsid:marinespecies.org:taxname:124044	http://www.marinespecies.org/aphia.php?p=taxdetails&id=124044
Trochus nigerrimus Gmelin	760516	Trochus nigerrimus				True	urn:lsid:marinespecies.org:taxname:760516	http://www.marinespecies.org/aphia.php?p=taxdetails&id=760516
Clathurella grayi Reeve, 1846	980516	Clathurella grayi				True	urn:lsid:marinespecies.org:taxname:980516	http://www.marinespecies.org/aphia.php?p=taxdetails&id=980516
Clytia gigantea (Hincks, 1866)	723819	Clytia gigantea	False	False	False	True	urn:lsid:marinespecies.org:taxname:723819	http://www.marinespecies.org/aphia.php?p=taxdetails&id=723819
Dolabella rumphii Blainville, 1819	208632	Dolabella rumphii				True	urn:lsid:marinespecies.org:taxname:208632	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208632
Monodonta lessonii Payraudeau	749334	Monodonta lessoni				True	urn:lsid:marinespecies.org:taxname:749334	http://www.marinespecies.org/aphia.php?p=taxdetails&id=749334
Cyclonidea dondani Poppe & Tagaro, 2016	880422	Cyclonidea dondani				True	urn:lsid:marinespecies.org:taxname:880422	http://www.marinespecies.org/aphia.php?p=taxdetails&id=880422
Astralium aureum (Jonas, 1844)	767239	Astralium aureum				True	urn:lsid:marinespecies.org:taxname:767239	http://www.marinespecies.org/aphia.php?p=taxdetails&id=767239
Nucula expansa Reeve, 1855	541829	Nucula expansa				True	urn:lsid:marinespecies.org:taxname:541829	http://www.marinespecies.org/aphia.php?p=taxdetails&id=541829
Tegula pulligo Gmelin, 1791	534194	Tegula pulligo				True	urn:lsid:marinespecies.org:taxname:534194	http://www.marinespecies.org/aphia.php?p=taxdetails&id=534194
Solaster regularis Sladen, 1889	172792	Solaster regularis	False	False	False	True	urn:lsid:marinespecies.org:taxname:172792	http://www.marinespecies.org/aphia.php?p=taxdetails&id=172792
Chaetodon capistratus Linnaeus, 1758	159661	Chaetodon capistratus	False	False	False	True	urn:lsid:marinespecies.org:taxname:159661	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159661
Ovula intermedia Sowerby	749648	Ovula intermedia				True	urn:lsid:marinespecies.org:taxname:749648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=749648
Conus parvulus Link, 1807	760968	Conus parvulus				True	urn:lsid:marinespecies.org:taxname:760968	http://www.marinespecies.org/aphia.php?p=taxdetails&id=760968
Ceratothoa steindachneri (Koelbel, 1879)	118874	Ceratothoa steindachneri				True	urn:lsid:marinespecies.org:taxname:118874	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118874
Peltidiphonte cristata Gheerardyn & Fiers, 2006	348302	Peltidiphonte cristata	False	False	False	True	urn:lsid:marinespecies.org:taxname:348302	http://www.marinespecies.org/aphia.php?p=taxdetails&id=348302
Alectis alexandrina  (Geoffroy Saint-Hilaire, 1817)	401555	Alectis alexandrina		False	False	True	urn:lsid:marinespecies.org:taxname:401555	http://www.marinespecies.org/aphia.php?p=taxdetails&id=401555
Leptochiton latidens (Bergenhayn, 1933)	385810	Leptochiton latidens				True	urn:lsid:marinespecies.org:taxname:385810	http://www.marinespecies.org/aphia.php?p=taxdetails&id=385810
