taxon	worms_id	worms_scientific_name	worms_is_terrestrial	worms_is_freshwater	worms_is_brackish	worms_is_marine	worms_lsid	worms_url
Triton subdistortus Lamarck, 1822	476966	Triton subdistortus	False	False	False	True	urn:lsid:marinespecies.org:taxname:476966	http://www.marinespecies.org/aphia.php?p=taxdetails&id=476966
Mitra bicolor Swainson, 1824	1061682	Mitra bicolor	False	False	False	True	urn:lsid:marinespecies.org:taxname:1061682	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1061682
Pomadasys stridens  (Forsskål, 1775)	126948	Pomadasys stridens	False	False	False	True	urn:lsid:marinespecies.org:taxname:126948	http://www.marinespecies.org/aphia.php?p=taxdetails&id=126948
Periclimenes kororensis  Bruce, 1977	246407	Periclimenes kororensis					urn:lsid:marinespecies.org:taxname:246407	http://www.marinespecies.org/aphia.php?p=taxdetails&id=246407
Solariella albula Gould, 1862	750390	Solariella albula				True	urn:lsid:marinespecies.org:taxname:750390	http://www.marinespecies.org/aphia.php?p=taxdetails&id=750390
Asteropsis carinifera (Lamarck, 1816)	213177	Asteropsis carinifera	False	False	False	True	urn:lsid:marinespecies.org:taxname:213177	http://www.marinespecies.org/aphia.php?p=taxdetails&id=213177
Columbella rustica var. obesula Pallary, 1900	520576	Columbella rustica var. obesula				True	urn:lsid:marinespecies.org:taxname:520576	http://www.marinespecies.org/aphia.php?p=taxdetails&id=520576
Raniceps raninus (Linnaeus, 1758)	126442	Raniceps raninus	False	False	True	True	urn:lsid:marinespecies.org:taxname:126442	http://www.marinespecies.org/aphia.php?p=taxdetails&id=126442
Chrysallida clathrata (Jeffreys, 1848)	140904	Chrysallida clathrata				True	urn:lsid:marinespecies.org:taxname:140904	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140904
Neptunea bulbacea (Bernardi, 1858)	491158	Neptunea bulbacea				True	urn:lsid:marinespecies.org:taxname:491158	http://www.marinespecies.org/aphia.php?p=taxdetails&id=491158
Saxicava rugosa (Pennant, 1777)	162732	Saxicava rugosa	False	False		True	urn:lsid:marinespecies.org:taxname:162732	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162732
Rhoda inermis  (Kröyer)	492665	Rhoda inermis				True	urn:lsid:marinespecies.org:taxname:492665	http://www.marinespecies.org/aphia.php?p=taxdetails&id=492665
Charadrius vociferus Linnaeus, 1758	159127	Charadrius vociferus				True	urn:lsid:marinespecies.org:taxname:159127	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159127
Eomiltha alburgensis Vincent, 1930	1246076	Eomiltha alburgensis	False	False	False	True	urn:lsid:marinespecies.org:taxname:1246076	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1246076
Retepora laevigata Waters, 1904	736926	Retepora laevigata	False	False	False	True	urn:lsid:marinespecies.org:taxname:736926	http://www.marinespecies.org/aphia.php?p=taxdetails&id=736926
Tricolia tropidophora Tomlin, 1931	594048	Tricolia tropidophora				True	urn:lsid:marinespecies.org:taxname:594048	http://www.marinespecies.org/aphia.php?p=taxdetails&id=594048
Mitra plumbea Lamarck, 1811	749289	Mitra plumbea				True	urn:lsid:marinespecies.org:taxname:749289	http://www.marinespecies.org/aphia.php?p=taxdetails&id=749289
Anapagurus	106849	Anapagurus				True	urn:lsid:marinespecies.org:taxname:106849	http://www.marinespecies.org/aphia.php?p=taxdetails&id=106849
Turritella clarionensis Hertlein & Strong, 1951	446546	Turritella clarionensis				True	urn:lsid:marinespecies.org:taxname:446546	http://www.marinespecies.org/aphia.php?p=taxdetails&id=446546
Odostomia conspicua Alder, 1850	140985	Odostomia conspicua				True	urn:lsid:marinespecies.org:taxname:140985	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140985
Nassarius semistriatus (Brocchi, 1814)	570684	Nassarius semistriatus				True	urn:lsid:marinespecies.org:taxname:570684	http://www.marinespecies.org/aphia.php?p=taxdetails&id=570684
Platypodia Bell, 1835	204898	Platypodia				True	urn:lsid:marinespecies.org:taxname:204898	http://www.marinespecies.org/aphia.php?p=taxdetails&id=204898
Microdeutopus algicola Della Valle, 1893	102042	Microdeutopus algicola				True	urn:lsid:marinespecies.org:taxname:102042	http://www.marinespecies.org/aphia.php?p=taxdetails&id=102042
Dexamine thea Boeck, 1861	102136	Dexamine thea			True	True	urn:lsid:marinespecies.org:taxname:102136	http://www.marinespecies.org/aphia.php?p=taxdetails&id=102136
Neoferdina insolita Livingstone, 1936	378701	Neoferdina insolita	False	False	False	True	urn:lsid:marinespecies.org:taxname:378701	http://www.marinespecies.org/aphia.php?p=taxdetails&id=378701
Haplostylus normani (Sars, 1877)	148698	Haplostylus normani	False	False		True	urn:lsid:marinespecies.org:taxname:148698	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148698
Vexillum lyratum (Lamarck, 1811)	754861	Vexillum lyratum				True	urn:lsid:marinespecies.org:taxname:754861	http://www.marinespecies.org/aphia.php?p=taxdetails&id=754861
Caligus mauritanicus minuscula Brian, 1924	363007	Caligus mauritanicus minuscula	False	False	True	True	urn:lsid:marinespecies.org:taxname:363007	http://www.marinespecies.org/aphia.php?p=taxdetails&id=363007
Amaea mitchelli (Dall, 1896)	419794	Amaea mitchelli				True	urn:lsid:marinespecies.org:taxname:419794	http://www.marinespecies.org/aphia.php?p=taxdetails&id=419794
Amphilochus neapolitanus Della Valle, 1893	101968	Amphilochus neapolitanus	False	False	False	True	urn:lsid:marinespecies.org:taxname:101968	http://www.marinespecies.org/aphia.php?p=taxdetails&id=101968
Lepidozona trifida (Carpenter, 1864)	761653	Lepidozona trifida				True	urn:lsid:marinespecies.org:taxname:761653	http://www.marinespecies.org/aphia.php?p=taxdetails&id=761653
Marcia japonica (Gmelin, 1791)	507768	Marcia japonica				True	urn:lsid:marinespecies.org:taxname:507768	http://www.marinespecies.org/aphia.php?p=taxdetails&id=507768
Thalamita stephensoni Crosnier, 1962	208880	Thalamita stephensoni				True	urn:lsid:marinespecies.org:taxname:208880	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208880
Amaea africana Bouchet & Tillier, 1978	225212	Amaea africana				True	urn:lsid:marinespecies.org:taxname:225212	http://www.marinespecies.org/aphia.php?p=taxdetails&id=225212
Conus glans Hwass,1792	215567	Conus glans				True	urn:lsid:marinespecies.org:taxname:215567	http://www.marinespecies.org/aphia.php?p=taxdetails&id=215567
Loxechinus albus (Molina, 1782)	160809	Loxechinus albus	False	False	False	True	urn:lsid:marinespecies.org:taxname:160809	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160809
Osilinus turbinatus (Born, 1780)	141829	Osilinus turbinatus				True	urn:lsid:marinespecies.org:taxname:141829	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141829
Trichotropis costellata Couthouy, 1838	153676	Trichotropis costellata	False	False		True	urn:lsid:marinespecies.org:taxname:153676	http://www.marinespecies.org/aphia.php?p=taxdetails&id=153676
Tornatella nitidula Lamarck, 1816	215319	Tornatella nitidula				True	urn:lsid:marinespecies.org:taxname:215319	http://www.marinespecies.org/aphia.php?p=taxdetails&id=215319
Collisella dalliana (Pilsbry, 1891)	594470	Collisella dalliana				True	urn:lsid:marinespecies.org:taxname:594470	http://www.marinespecies.org/aphia.php?p=taxdetails&id=594470
Diodora listeri (d'Orbigny, 1847)	419343	Diodora listeri				True	urn:lsid:marinespecies.org:taxname:419343	http://www.marinespecies.org/aphia.php?p=taxdetails&id=419343
Chicomurex tagaroae Houart, 2013	742539	Chicomurex tagaroae				True	urn:lsid:marinespecies.org:taxname:742539	http://www.marinespecies.org/aphia.php?p=taxdetails&id=742539
Spondylus gussonii Costa, 1829	141550	Spondylus gussonii				True	urn:lsid:marinespecies.org:taxname:141550	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141550
Monodonta turbinata (Born, 1778)	1341395	Monodonta turbinata	False	False	False	True	urn:lsid:marinespecies.org:taxname:1341395	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1341395
Galathea intermedia Liljeborg, 1851	107150	Galathea intermedia				True	urn:lsid:marinespecies.org:taxname:107150	http://www.marinespecies.org/aphia.php?p=taxdetails&id=107150
Modulus carchedonius (Lamarck, 1822)	419528	Modulus carchedonius				True	urn:lsid:marinespecies.org:taxname:419528	http://www.marinespecies.org/aphia.php?p=taxdetails&id=419528
Lekanesphaera rugicauda (Leach, 1814)	118958	Lekanesphaera rugicauda	False	False	True	True	urn:lsid:marinespecies.org:taxname:118958	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118958
Lepidochitona keepiana Berry, 1948	386932	Lepidochitona keepiana				True	urn:lsid:marinespecies.org:taxname:386932	http://www.marinespecies.org/aphia.php?p=taxdetails&id=386932
Colobonema sericeum Vanhoeffen, 1902	117854	Colobonema sericeum				True	urn:lsid:marinespecies.org:taxname:117854	http://www.marinespecies.org/aphia.php?p=taxdetails&id=117854
Animalia	2	Animalia	True	True	True	True	urn:lsid:marinespecies.org:taxname:2	http://www.marinespecies.org/aphia.php?p=taxdetails&id=2
Teissiera australe Bouillon, 1978	291190	Teissiera australe	False			True	urn:lsid:marinespecies.org:taxname:291190	http://www.marinespecies.org/aphia.php?p=taxdetails&id=291190
Echthrogaleus coleoptratus (Guerin, 1837)	135976	Echthrogaleus coleoptratus	False	False	False	True	urn:lsid:marinespecies.org:taxname:135976	http://www.marinespecies.org/aphia.php?p=taxdetails&id=135976
Teredo navalis Linnaeus, 1758	141607	Teredo navalis			True	True	urn:lsid:marinespecies.org:taxname:141607	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141607
Pusia amabilis (Reeve, 1845)	208147	Pusia amabilis				True	urn:lsid:marinespecies.org:taxname:208147	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208147
Balea Gray, 1824	512168	Balea	False	False	False	True	urn:lsid:marinespecies.org:taxname:512168	http://www.marinespecies.org/aphia.php?p=taxdetails&id=512168
Angustassiminea castanea Westerlund, 1883	765243	Angustassiminea castanea				True	urn:lsid:marinespecies.org:taxname:765243	http://www.marinespecies.org/aphia.php?p=taxdetails&id=765243
Mitrella scripta (Linnaeus, 1758)	139207	Mitrella scripta				True	urn:lsid:marinespecies.org:taxname:139207	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139207
Heliacus bisulcatus d' Orbigny, 1848	224351	Heliacus bisulcatus	False	False	False	True	urn:lsid:marinespecies.org:taxname:224351	http://www.marinespecies.org/aphia.php?p=taxdetails&id=224351
Physocypria bullata (Vavra, 1897)	889231	Physocypria bullata		True		False	urn:lsid:marinespecies.org:taxname:889231	http://www.marinespecies.org/aphia.php?p=taxdetails&id=889231
Polyphemus pediculus (Linnaeus, 1761)	409915	Polyphemus pediculus	False	True	True	False	urn:lsid:marinespecies.org:taxname:409915	http://www.marinespecies.org/aphia.php?p=taxdetails&id=409915
Phyllopodopsyllus yucatanensis Fiers, 1995	361106	Phyllopodopsyllus yucatanensis	False	False	False	True	urn:lsid:marinespecies.org:taxname:361106	http://www.marinespecies.org/aphia.php?p=taxdetails&id=361106
Conus adamsonii Broderip, 1836	426289	Conus adamsonii				True	urn:lsid:marinespecies.org:taxname:426289	http://www.marinespecies.org/aphia.php?p=taxdetails&id=426289
Clavatula knudseni Nolf & Verstraeten, 2007	433258	Clavatula knudseni				True	urn:lsid:marinespecies.org:taxname:433258	http://www.marinespecies.org/aphia.php?p=taxdetails&id=433258
Clathurella purpurea (Montagu, 1803)	596205	Clathurella purpurea				True	urn:lsid:marinespecies.org:taxname:596205	http://www.marinespecies.org/aphia.php?p=taxdetails&id=596205
Natica vittata (Gmelin, 1791)	140548	Natica vittata				True	urn:lsid:marinespecies.org:taxname:140548	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140548
Orcaella brevirostris (Gray, 1866)	148732	Orcaella brevirostris		True	True	True	urn:lsid:marinespecies.org:taxname:148732	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148732
Acar gradata (Broderip & G.B. Sowerby I, 1829)	504280	Acar gradata				True	urn:lsid:marinespecies.org:taxname:504280	http://www.marinespecies.org/aphia.php?p=taxdetails&id=504280
Phalium torquatum (Reeve, 1848)	217008	Phalium torquatum				True	urn:lsid:marinespecies.org:taxname:217008	http://www.marinespecies.org/aphia.php?p=taxdetails&id=217008
Alopex lagopus (Linnaeus, 1758)	404133	Alopex lagopus	True			True	urn:lsid:marinespecies.org:taxname:404133	http://www.marinespecies.org/aphia.php?p=taxdetails&id=404133
Lacuna marmorata Dall, 1919	446885	Lacuna marmorata				True	urn:lsid:marinespecies.org:taxname:446885	http://www.marinespecies.org/aphia.php?p=taxdetails&id=446885
Eulima townsendi (Bartsch, 1917)	566048	Eulima townsendi				True	urn:lsid:marinespecies.org:taxname:566048	http://www.marinespecies.org/aphia.php?p=taxdetails&id=566048
Monodonta sp.	153532	Monodonta					urn:lsid:marinespecies.org:taxname:153532	http://www.marinespecies.org/aphia.php?p=taxdetails&id=153532
Astochoporella cassidula Hayward & Thorpe, 1988	174453	Astochoporella cassidula	False	False	False	True	urn:lsid:marinespecies.org:taxname:174453	http://www.marinespecies.org/aphia.php?p=taxdetails&id=174453
Rissoina africana Dautzenberg, 1912	762168	Rissoina africana				True	urn:lsid:marinespecies.org:taxname:762168	http://www.marinespecies.org/aphia.php?p=taxdetails&id=762168
Mesalia varia Kiener	180926	Mesalia varia				True	urn:lsid:marinespecies.org:taxname:180926	http://www.marinespecies.org/aphia.php?p=taxdetails&id=180926
Paraleptastacus sp.	115397	Paraleptastacus	False	False	False	True	urn:lsid:marinespecies.org:taxname:115397	http://www.marinespecies.org/aphia.php?p=taxdetails&id=115397
Ventromma halecioides (Alder, 1859)	117678	Ventromma halecioides	False	False	True	True	urn:lsid:marinespecies.org:taxname:117678	http://www.marinespecies.org/aphia.php?p=taxdetails&id=117678
Callochiton sp.	138085	Callochiton				True	urn:lsid:marinespecies.org:taxname:138085	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138085
Colubraria sp.	137703	Colubraria				True	urn:lsid:marinespecies.org:taxname:137703	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137703
Eudendrium eximium Allman, 1877	418879	Eudendrium eximium	False	False	False	True	urn:lsid:marinespecies.org:taxname:418879	http://www.marinespecies.org/aphia.php?p=taxdetails&id=418879
Coralliophila squamosissima (Smith, 1876)	208123	Coralliophila squamosissima				True	urn:lsid:marinespecies.org:taxname:208123	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208123
Cryptospira marchii Jousseaume, 1875	474223	Cryptospira marchii				True	urn:lsid:marinespecies.org:taxname:474223	http://www.marinespecies.org/aphia.php?p=taxdetails&id=474223
Nacella deaurata (Gmelin, 1791)	456656	Nacella deaurata	False	False	False	True	urn:lsid:marinespecies.org:taxname:456656	http://www.marinespecies.org/aphia.php?p=taxdetails&id=456656
Micromelo undata (Bruguière, 1792)	181171	Micromelo undata				True	urn:lsid:marinespecies.org:taxname:181171	http://www.marinespecies.org/aphia.php?p=taxdetails&id=181171
Marginella apicina Menke, 1828	474515	Marginella apicina				True	urn:lsid:marinespecies.org:taxname:474515	http://www.marinespecies.org/aphia.php?p=taxdetails&id=474515
Tropidophora moniliata Morelet	1324780	Tropidophora moniliata	True				urn:lsid:marinespecies.org:taxname:1324780	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1324780
Fissurella radiola Deshayes	865526	Fissurella radiola				True	urn:lsid:marinespecies.org:taxname:865526	http://www.marinespecies.org/aphia.php?p=taxdetails&id=865526
Opisthoproctus soleatus Vaillant 1888	126733	Opisthoproctus soleatus	False	False	False	True	urn:lsid:marinespecies.org:taxname:126733	http://www.marinespecies.org/aphia.php?p=taxdetails&id=126733
Eupentacta chronhjelmi (Théel, 1886)	529480	Eupentacta chronhjelmi	False	False	False	True	urn:lsid:marinespecies.org:taxname:529480	http://www.marinespecies.org/aphia.php?p=taxdetails&id=529480
Manzonia wilmae Moolenbeek & Faber, 1987	141303	Manzonia wilmae				True	urn:lsid:marinespecies.org:taxname:141303	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141303
Simplicithyris kurilensis Zezina, 1976	235623	Simplicithyris kurilensis				True	urn:lsid:marinespecies.org:taxname:235623	http://www.marinespecies.org/aphia.php?p=taxdetails&id=235623
Nardoa variolata (Retzius, 1805)	212316	Nardoa variolata	False	False	False	True	urn:lsid:marinespecies.org:taxname:212316	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212316
Perigonimus sp.	151879	Perigonimus	False	False	False	True	urn:lsid:marinespecies.org:taxname:151879	http://www.marinespecies.org/aphia.php?p=taxdetails&id=151879
Nymphon longicoxa Hoek, 1881	173441	Nymphon longicoxa	False	False	False	True	urn:lsid:marinespecies.org:taxname:173441	http://www.marinespecies.org/aphia.php?p=taxdetails&id=173441
Pilodius cephalalgicus Clark & Galil, 1993	444093	Pilodius cephalalgicus				True	urn:lsid:marinespecies.org:taxname:444093	http://www.marinespecies.org/aphia.php?p=taxdetails&id=444093
Nassarius bellus (Marrat, 1877)	560150	Nassarius bellus				True	urn:lsid:marinespecies.org:taxname:560150	http://www.marinespecies.org/aphia.php?p=taxdetails&id=560150
Macrocypraea cf. cervinetta (Kiener, 1843)	415594	Macrocypraea	False	False	False	True	urn:lsid:marinespecies.org:taxname:415594	http://www.marinespecies.org/aphia.php?p=taxdetails&id=415594
Sertularella fusiformis (Hincks, 1861)	117900	Sertularella fusiformis	False	False	False	True	urn:lsid:marinespecies.org:taxname:117900	http://www.marinespecies.org/aphia.php?p=taxdetails&id=117900
Trochus dentatus Forskal, 1775	216339	Trochus dentatus				True	urn:lsid:marinespecies.org:taxname:216339	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216339
Pterochelus triformis Reeve, 1845	406234	Pterochelus triformis				True	urn:lsid:marinespecies.org:taxname:406234	http://www.marinespecies.org/aphia.php?p=taxdetails&id=406234
Conus ventricosus Gmelin, 1791	428401	Conus ventricosus				True	urn:lsid:marinespecies.org:taxname:428401	http://www.marinespecies.org/aphia.php?p=taxdetails&id=428401
Conus bairstowi Sowerby, 1889	426384	Conus bairstowi	False			True	urn:lsid:marinespecies.org:taxname:426384	http://www.marinespecies.org/aphia.php?p=taxdetails&id=426384
Gonodactylus chiragra (Fabricius, 1781)	210242	Gonodactylus chiragra	False	False	False	True	urn:lsid:marinespecies.org:taxname:210242	http://www.marinespecies.org/aphia.php?p=taxdetails&id=210242
Globivenus banaconensis Poppe, Tagaro & Goto, 2018	1255920	Globivenus banaconensis	False	False	False	True	urn:lsid:marinespecies.org:taxname:1255920	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1255920
Irus macrophylla (Deshayes, 1853)	714808	Irus macrophylla				True	urn:lsid:marinespecies.org:taxname:714808	http://www.marinespecies.org/aphia.php?p=taxdetails&id=714808
Tudicla spirillus (Linnaeus, 1767)	527734	Tudicla spirillus				True	urn:lsid:marinespecies.org:taxname:527734	http://www.marinespecies.org/aphia.php?p=taxdetails&id=527734
Leuciscus leuciscus (Linnaeus, 1758)	154599	Leuciscus leuciscus	False	True	True	False	urn:lsid:marinespecies.org:taxname:154599	http://www.marinespecies.org/aphia.php?p=taxdetails&id=154599
Mitrella pallaryi (Dautzenberg, 1927)	139204	Mitrella pallaryi				True	urn:lsid:marinespecies.org:taxname:139204	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139204
Pellona castelnaeana  Valenciennes, 1847	277284	Pellona castelnaeana	False	True	True	False	urn:lsid:marinespecies.org:taxname:277284	http://www.marinespecies.org/aphia.php?p=taxdetails&id=277284
Solidula sulcata (Gmelin, 1791)	215307	Solidula sulcata				True	urn:lsid:marinespecies.org:taxname:215307	http://www.marinespecies.org/aphia.php?p=taxdetails&id=215307
Loricella angasi (Adams & Angas, 1864)	386183	Loricella angasi				True	urn:lsid:marinespecies.org:taxname:386183	http://www.marinespecies.org/aphia.php?p=taxdetails&id=386183
Pristis perotteti Müller & Henle, 1841	271423	Pristis perotteti	False	True	True	True	urn:lsid:marinespecies.org:taxname:271423	http://www.marinespecies.org/aphia.php?p=taxdetails&id=271423
Cypraea poraria Linné, 1758	216795	Cypraea poraria	False	False	False	True	urn:lsid:marinespecies.org:taxname:216795	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216795
Pseudorchomene lophorachis d'Udekem d'Acoz & Haverman, 2012	597785	Pseudorchomene lophorachis	False	False	False	True	urn:lsid:marinespecies.org:taxname:597785	http://www.marinespecies.org/aphia.php?p=taxdetails&id=597785
Notolimea sarsii (Lovén, 1846)	181479	Notolimea sarsii				True	urn:lsid:marinespecies.org:taxname:181479	http://www.marinespecies.org/aphia.php?p=taxdetails&id=181479
Venericardia corbis (Philippi 1836)	544172	Venericardia corbis				True	urn:lsid:marinespecies.org:taxname:544172	http://www.marinespecies.org/aphia.php?p=taxdetails&id=544172
Nigellastrum attenuatum (Hincks, 1866)	152145	Nigellastrum attenuatum	False	False		True	urn:lsid:marinespecies.org:taxname:152145	http://www.marinespecies.org/aphia.php?p=taxdetails&id=152145
Neocytheromorpha nov. sp.	459726	Neocytheromorpha	False	False		True	urn:lsid:marinespecies.org:taxname:459726	http://www.marinespecies.org/aphia.php?p=taxdetails&id=459726
Iredalina mirabilis (Finlay, 1926)	1033324	Iredalina mirabilis				True	urn:lsid:marinespecies.org:taxname:1033324	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1033324
Bulla gouldiana Pilsbry, 1895	510427	Bulla gouldiana				True	urn:lsid:marinespecies.org:taxname:510427	http://www.marinespecies.org/aphia.php?p=taxdetails&id=510427
Ophiomastix caryophyllata Lütken, 1869	212391	Ophiomastix caryophyllata	False	False	False	True	urn:lsid:marinespecies.org:taxname:212391	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212391
Gadus morhua  Linnaeus, 1758	126436	Gadus morhua	False	False	True	True	urn:lsid:marinespecies.org:taxname:126436	http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436
Chydorus sphaericus  (O.F.Müller, 1776)	148406	Chydorus sphaericus	False	True	True	True	urn:lsid:marinespecies.org:taxname:148406	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148406
Oliva scitula Marratt, 1870	208397	Oliva scitula				True	urn:lsid:marinespecies.org:taxname:208397	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208397
Eurythenes Smith in Scudder, 1882	101607	Eurythenes	False	False	False	True	urn:lsid:marinespecies.org:taxname:101607	http://www.marinespecies.org/aphia.php?p=taxdetails&id=101607
Planaxis savignyi Deshayes, 1844	140787	Planaxis savignyi				True	urn:lsid:marinespecies.org:taxname:140787	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140787
Zeus faber Linnaeus, 1758	127427	Zeus faber	False	False	True	True	urn:lsid:marinespecies.org:taxname:127427	http://www.marinespecies.org/aphia.php?p=taxdetails&id=127427
Platalea ajaja Linnaeus, 1758	422584	Platalea ajaja		True	True	True	urn:lsid:marinespecies.org:taxname:422584	http://www.marinespecies.org/aphia.php?p=taxdetails&id=422584
Mitrolumna olivoidea (Cantraine, 1835)	139300	Mitrolumna olivoidea				True	urn:lsid:marinespecies.org:taxname:139300	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139300
Protella sp.	101439	Protella				True	urn:lsid:marinespecies.org:taxname:101439	http://www.marinespecies.org/aphia.php?p=taxdetails&id=101439
Calloplax duncana (Dall, 1919)	386145	Calloplax duncana				True	urn:lsid:marinespecies.org:taxname:386145	http://www.marinespecies.org/aphia.php?p=taxdetails&id=386145
Puffinus assimilis baroli (Bonaparte, 1857)	445502	Puffinus assimilis baroli				True	urn:lsid:marinespecies.org:taxname:445502	http://www.marinespecies.org/aphia.php?p=taxdetails&id=445502
Psolidium gracile Ludwig, 1894	529007	Psolidium gracile	False	False	False	True	urn:lsid:marinespecies.org:taxname:529007	http://www.marinespecies.org/aphia.php?p=taxdetails&id=529007
Xenophora gigantea Schepman, 1909	468086	Xenophora gigantea				True	urn:lsid:marinespecies.org:taxname:468086	http://www.marinespecies.org/aphia.php?p=taxdetails&id=468086
Mitra helenae Radwin & Bibbey, 1972	1074796	Mitra helenae	False	False	False	True	urn:lsid:marinespecies.org:taxname:1074796	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1074796
Nanocassiope melanodactyla (A. Milne-Edwards, 1867)	107433	Nanocassiope melanodactyla				True	urn:lsid:marinespecies.org:taxname:107433	http://www.marinespecies.org/aphia.php?p=taxdetails&id=107433
Dentalium lacteum Deshayes, 1825	761739	Dentalium lacteum				True	urn:lsid:marinespecies.org:taxname:761739	http://www.marinespecies.org/aphia.php?p=taxdetails&id=761739
Ceratogammarus sp.	488104	Ceratogammarus					urn:lsid:marinespecies.org:taxname:488104	http://www.marinespecies.org/aphia.php?p=taxdetails&id=488104
Membranipora villosa Hincks, 1880	469954	Membranipora villosa	False	False	False	True	urn:lsid:marinespecies.org:taxname:469954	http://www.marinespecies.org/aphia.php?p=taxdetails&id=469954
Neopontonides chacei  Heard, 1986	514597	Neopontonides chacei				True	urn:lsid:marinespecies.org:taxname:514597	http://www.marinespecies.org/aphia.php?p=taxdetails&id=514597
Hypanus say  (Lesueur, 1817)	1042865	Hypanus say	False	False	False	True	urn:lsid:marinespecies.org:taxname:1042865	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1042865
Vexillum fidicula (Gould, 1850)	413578	Vexillum fidicula				True	urn:lsid:marinespecies.org:taxname:413578	http://www.marinespecies.org/aphia.php?p=taxdetails&id=413578
Cypraea teres Gmelin, 1791	216814	Cypraea teres				True	urn:lsid:marinespecies.org:taxname:216814	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216814
Natica elenae Recluz, 1844	568341	Natica elenae				True	urn:lsid:marinespecies.org:taxname:568341	http://www.marinespecies.org/aphia.php?p=taxdetails&id=568341
Holothuria (Halodeima) atra (Jaeger, 1833)	148748	Holothuria (Halodeima) atra	False	False	False	True	urn:lsid:marinespecies.org:taxname:148748	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148748
Chiton tricostalis Pilsbry, 1894	848032	Chiton tricostalis				True	urn:lsid:marinespecies.org:taxname:848032	http://www.marinespecies.org/aphia.php?p=taxdetails&id=848032
Lambdophallus anfractus Rathbun, 1909	453536	Lambdophallus anfractus					urn:lsid:marinespecies.org:taxname:453536	http://www.marinespecies.org/aphia.php?p=taxdetails&id=453536
Pisania sp.	137711	Pisania				True	urn:lsid:marinespecies.org:taxname:137711	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137711
Plumularia bedoti Billard, 1911	285223	Plumularia bedoti	False	False		True	urn:lsid:marinespecies.org:taxname:285223	http://www.marinespecies.org/aphia.php?p=taxdetails&id=285223
Halicornopsis elegans (Lamarck, 1816)	290071	Halicornopsis elegans	False			True	urn:lsid:marinespecies.org:taxname:290071	http://www.marinespecies.org/aphia.php?p=taxdetails&id=290071
Symphodus rostratus (Bloch, 1791)	273574	Symphodus rostratus	False	False	False	True	urn:lsid:marinespecies.org:taxname:273574	http://www.marinespecies.org/aphia.php?p=taxdetails&id=273574
Pseudochromis steenei Gill & Randall, 1992	278206	Pseudochromis steenei	False	False	False	True	urn:lsid:marinespecies.org:taxname:278206	http://www.marinespecies.org/aphia.php?p=taxdetails&id=278206
Plesiops coeruleolineatus Rüppell, 1835	218342	Plesiops coeruleolineatus	False	False	False	True	urn:lsid:marinespecies.org:taxname:218342	http://www.marinespecies.org/aphia.php?p=taxdetails&id=218342
Halecium inhacae Millard, 1958	284736	Halecium inhacae	False			True	urn:lsid:marinespecies.org:taxname:284736	http://www.marinespecies.org/aphia.php?p=taxdetails&id=284736
Conus brasiliensis Clench, 1942	429338	Conus brasiliensis				True	urn:lsid:marinespecies.org:taxname:429338	http://www.marinespecies.org/aphia.php?p=taxdetails&id=429338
